"District/LEA","District #","School","School #","Private","Charter","T-I Prev.","T-I Curr.","Grades","Address","City","Zip","Map","Link","Stats","Phone","Fax","Chartered By","Opened","Closed","Principal/Director","Principal Name","Principal Email"
"Granite District","12","Taylorsville High","722","Public","","","","10 - 12","5225 S REDWOOD ROAD","TAYLORSVILLE","84123","geo:40.655527,-111.937092","http://www.graniteschools.org/hs/taylorsville/","https://datagateway.schools.utah.gov/Schools/12722","385-646-5455","385-646-5457","","1981","","Principal","Emily Liddell","eliddell@graniteschools.org"
"Granite District","12","Taylorsville School","198","Public","","Title I","Title I","Pre - 6","2010 W 4230 S","SALT LAKE CITY","84119","geo:40.679449,-111.944464","http://taylorsvilletigers.weebly.com/","https://datagateway.schools.utah.gov/Schools/12198","385-646-5038","385-646-5039","","1963","","Principal","Andrea McMillan","amcmillan@graniteschools.org"
"Granite District","12","Thomas Jefferson Jr High","419","Public","","","","7 - 8","5850 S 5600 W","KEARNS","84118","geo:40.644757,-112.025658","http://www.graniteschools.org/jr/jefferson/","https://datagateway.schools.utah.gov/Schools/12419","385-646-5194","385-646-5195","","1987","","Principal","Rodney S. Horton","rshorton@graniteschools.org"
"Granite District","12","Thomas W. Bacchus School","104","Public","","","","K - 6","5925 S 5975 W","KEARNS","84118","geo:40.643419,-112.032715","http://bacchuselementary.weebly.com/","https://datagateway.schools.utah.gov/Schools/12104","385-646-4762","385-646-4763","","1982","","Principal","Rebecca Monson","bbmonson@graniteschools.org"
"Granite District","12","Twin Peaks School","199","Public","","","","Pre - 6","5325 S 1045 E","SALT LAKE CITY","84117","geo:40.654746,-111.861126","http://www.graniteschools.org/el/twinpeaks/","https://datagateway.schools.utah.gov/Schools/12199","385-646-5049","385-646-5051","","1966","","Principal","Julie Lorentzon","jlorentzon@graniteschools.org"
"Granite District","12","Upland Terrace School","195","Public","","","","Pre - 5","3700 S 2860 E","SALT LAKE CITY","84109","geo:40.690232,-111.811867","http://www.graniteschools.org/el/uplandterrace/","https://datagateway.schools.utah.gov/Schools/12195","385-646-5055","385-646-5056","","1964","","Principal","Jennifer Keil-Reed","jkreed@graniteschools.org"
"Granite District","12","Valley Crest School","203","Public","","","","Pre - 6","5240 W 3100 S","WEST VALLEY CITY","84120","geo:40.704684,-112.016443","http://www.graniteschools.org/el/valleycrest/","https://datagateway.schools.utah.gov/Schools/12203","385-646-5061","385-646-5062","","1986","","Principal","Michelle Christoffersen","mlchristoffersen@graniteschools.org"
"Granite District","12","Valley Jr High","428","Public","","","","7 - 8","4195 S 3200 W","WEST VALLEY CITY","84119","geo:40.679838,-111.966329","http://www.graniteschools.org/jr/valley/","https://datagateway.schools.utah.gov/Schools/12428","385-646-5234","385-646-5235","","1949","","Principal","Trent Hendricks","thendricks@graniteschools.org"
"Granite District","12","Vista School","201","Public","","","","Pre - 6","4925 S 2200 W","TAYLORSVILLE","84118","geo:40.662896,-111.947691","http://vistalions.weebly.com/","https://datagateway.schools.utah.gov/Schools/12201","385-646-5067","385-646-5068","","1964","","Principal","Dianne Phillips","dphillips@graniteschools.org"
"Granite District","12","Wasatch Jr High","432","Public","","","","6 - 8","3750 S 3100 E","SALT LAKE CITY","84109","geo:40.689703,-111.806267","http://www.graniteschools.org/jr/wasatch/","https://datagateway.schools.utah.gov/Schools/12432","385-646-5244","385-646-5246","","1959","","Principal","John Anderson","jcanderson@graniteschools.org"
"Granite District","12","West Kearns School","204","Public","","Title I","Title I","Pre - 6","4900 S 4620 W","KEARNS","84118","geo:40.6629,-112.002154","http://www.graniteschools.org/el/westkearns/","https://datagateway.schools.utah.gov/Schools/12204","385-646-5073","385-646-5074","","1955","","Principal","Kathleen Timothy","ktimothy@graniteschools.org"
"Granite District","12","West Lake Jr High","434","Public","","Title I","Title I","7 - 8","3400 S 3450 W","WEST VALLEY CITY","84119","geo:40.699105,-111.974436","http://www.graniteschools.org/jr/westlake/","https://datagateway.schools.utah.gov/Schools/12434","385-646-5254","385-646-5259","","1964","","Principal","A.tyler Howe","ahowe@graniteschools.org"
"Granite District","12","West Valley School","206","Public","","","","Pre - 6","6049 W BRUD DR","WEST VALLEY CITY","84128","geo:40.703483,-112.035515","http://www.graniteschools.org/el/westvalley/","https://datagateway.schools.utah.gov/Schools/12206","385-646-5079","385-646-5080","","2000","","Principal","Shaunalee Jensen","svjensen@graniteschools.org"
"Granite District","12","Westbrook School","205","Public","","","","Pre - 6","3451 W 6200 S","TAYLORSVILLE","84118","geo:40.637653,-111.972865","http://www.graniteschools.org/el/westbrook/","https://datagateway.schools.utah.gov/Schools/12205","385-646-5085","385-646-5086","","1985","","Principal","Crista Holt","cholt@graniteschools.org"
"Granite District","12","Western Hills School","202","Public","","Title I","Title I","Pre - 6","5190 S HEATH AVE","KEARNS","84118","geo:40.656199,-112.011054","http://www.graniteschools.org/el/westernhills/","https://datagateway.schools.utah.gov/Schools/12202","385-646-5091","385-646-5092","","1962","","Principal","Mardel Higginson","mshigginson@graniteschools.org"
"Granite District","12","Whittier School","208","Public","","","","Pre - 6","3585 S 6000 W","WEST VALLEY CITY","84128","geo:40.695045,-112.033533","http://www.graniteschools.org/el/whittier/","https://datagateway.schools.utah.gov/Schools/12208","385-646-5096","385-646-5097","","1903","","Principal","Lynette Golze","lgolze@graniteschools.org"
"Granite District","12","William Penn School","212","Public","","","","K - 6","1670 SIGGARD DR","SALT LAKE CITY","84106","geo:40.690825,-111.844453","http://www.graniteschools.org/el/penn/","https://datagateway.schools.utah.gov/Schools/12212","385-646-4960","385-646-4961","","1924","","Principal","Nichole Higgins","nthiggins@graniteschools.org"
"Granite District","12","Woodrow Wilson School","216","Public","","Title I","Title I","Pre - 6","2567 S MAIN STREET","SALT LAKE CITY","84115","geo:40.714379,-111.889691","http://www.graniteschools.org/el/wilson/","https://datagateway.schools.utah.gov/Schools/12216","385-646-5102","385-646-5106","","1925","","Principal","Christine Christensen","cbchristensen@graniteschools.org"
"Granite District","12","Woodstock School","220","Public","","","","Pre - 6","6015 S 1300 E","SALT LAKE CITY","84121","geo:40.641219,-111.853981","http://www.graniteschools.org/el/woodstock/","https://datagateway.schools.utah.gov/Schools/12220","385-646-5108","385-646-5109","","1964","","Principal","Brenda Byrnes","bzimmerman@graniteschools.org"
"Granite District","12","Youth Educational Support School","501","Public","","","","K - 12","450 East 3700 South","SALT LAKE CITY","84115","geo:40.6901439,-111.878923","","https://datagateway.schools.utah.gov/Schools/12501","385-646-4682","385-646-4682","","2010","","Director","Jason Rosvall","jmrosvall@graniteschools.org"
"Great Basin High","GB","Great Basin High","653","Private","","","","7 - 12","PO BOX 160070","CLEARFIELD","84016","geo:41.088844,-112.026685","https://clearfield.jobcorps.gov","","435-744-4353","","","2013","","Principal","","lisa.strong@jobcorps.org"
"Greenwood Charter School","7J","Greenwood Charter School","100","Public","Charter","Title I","Title I","K - 8","840 North Highway 89","OGDEN","84404","geo:41.249691,-111.969904","www.greenwoodcharter.org","https://datagateway.schools.utah.gov/Schools/7J100","801-590-2972","801-689-0331","State Charter School Board (SCSB)","2015","","Director","Jessie Kidd","jkidd@greenwoodcharter.org"
"Guadalupe School","1E","Guadalupe School","100","Public","Charter","Title I","Title I","Pre - 6","1385 N 1200 W","SALT LAKE CITY","84116","geo:40.7991155,-111.926118","http://www.guadschool.org/","https://datagateway.schools.utah.gov/Schools/1E100","801-531-6100","801-531-6106","State Charter School Board (SCSB)","2007","","Principal","Katina Santamaria","katina.santamaria@guadschool.org"
"Hawthorn Academy","8F","Hawthorn Academy","100","Public","Charter","Title I","Title I","K - 9","9062 S 2200 W","WEST JORDAN","84088","geo:40.586611,-111.948411","http://www.hawthornacademy.org","https://datagateway.schools.utah.gov/Schools/8F100","801-282-9066","801-727-0836","State Charter School Board (SCSB)","2009","","Principal","Don Giles","sgiles@hawthornacademy.org"
"Hawthorn Academy","8F","Hawthorn Academy South Jordan","110","Public","Charter","Title I","Title I","K - 6","1437 W 11400 S","SOUTH JORDAN","84095","geo:40.5439047,-111.9349063","www.hawthornacademy.org","https://datagateway.schools.utah.gov/Schools/8F110","801-260-3040","","State Charter School Board (SCSB)","2015","","Principal","Jeremy Craig","jcraig@hawthornacademy.org"
"Heritage Schools Inc.","KI","Heritage Schools Inc.","663","Private","","","","6 - 12","5600 N HERITAGE SCHOOL DR","PROVO","84604","geo:40.308372,-111.660183","heritagertc.org","","801-226-4621","801-226-4630","","1900","","Principal","Joni Reynolds","academics@heritagertc.org"
"High Top Ranch School","TR","High Top Ranch School","100","Private","","","","4 - 10","POBOX 440029","KOOSHAREM","84744","geo:38.508468,-111.881389","www.hightopranch.com","","435-638-7411","","","2011","","Administrator","",""
"Highmark Charter School","5H","Highmark Charter School","100","Public","Charter","Title I","Title I","K - 9","2467 EAST SOUTH WEBER DRIVE","SOUTH WEBER","84405","geo:41.126825,-111.915643","http://www.hmcharterschool.org/","https://datagateway.schools.utah.gov/Schools/5H100","801-476-4627","801-475-5803","State Charter School Board (SCSB)","2012","","Principal","Mary Johnston","mjohnston@hmcharterschool.org"
"Huntington Learning Center","ED","Huntington Learning Center","100","Private","","","","K - 12","684 E 11400 S SUITE C","DRAPER","84020","geo:40.544262,-111.872418","","","801-495-9730","","","2010","","Director","","draper@yourchildcanlearn.net"
"Idea Academy","IA","Idea Academy","901","Private","","","","1 - 6","1999 W 900 N","LEHI","84043","geo:40.3986417,-111.8838093","","","801-831-8875","","","2016","","Director","",""
"Intech Collegiate High School","2C","Intech Collegiate High School","600","Public","Charter","Title I","Title I","9 - 12","1787 N RESEARCH PARKWAY","NORTH LOGAN","84341","geo:41.764729,-111.821112","http://www.intechchs.org/","https://datagateway.schools.utah.gov/Schools/2C600","435-753-7377","435-753-3775","District or Local Education Authority (LEA)","2006","","Director","Jason Stanger","jstanger@intechchs.org"
"Intermountain Christian","JE","Intermountain Christian","916","Private","","","","Pre - 8","6515 S LION LANE","SALT LAKE CITY","84121","geo:40.631584,-111.803699","www.intermountainchristian.org","","801-942-8811","","","1900","","Principal","Lynn Gutzwiller","lbradt@intermountainchristian.org"
"Intermountain Christian","JE","Intermountain Christian","966","Private","","","","9 - 12","6515 S LION LANE","SALT LAKE CITY","84121","geo:40.631584,-111.803699","www.intermountainchristian.org","","801-942-8811","","","1900","","Principal","Lynn Gutzwiller","lbradt@intermountainchristian.org"
"Iqra Academy of Utah","MC","Iqra Academy of Utah","901","Private","","","","K - 6","3990 S. Constitution Blvd.","WEST VALLEY CITY","84119","geo:40.72371,-111.9291","www.iqraacademy.org","","801-964-6470","801-886-2311","","2007","","Principal","","iqra.ut@xmission.com"
"Iron District","13","Canyon View High","712","Public","","","","9 - 12","166 W 1925 N","CEDAR CITY","84721","geo:37.714027,-113.063012","http://www.cvhs.iron.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/13712","435-586-2813","435-586-2849","","1997","","Principal","Richard Nielsen","rich.nielsen@ironmail.org"
"Iron District","13","Canyon View Middle","308","Public","","","","6 - 8","1865 N MAIN","CEDAR CITY","84721","geo:37.711297,-113.062799","http://cvms.ironk12.org/","https://datagateway.schools.utah.gov/Schools/13308","435-586-2830","435-586-2837","","2006","","Principal","Conrad Aitken","conrad.aitken@ironmail.org"
"Iron District","13","Cedar City High","704","Public","","","","9 - 12","703 W 600 S","CEDAR CITY","84720","geo:37.665622,-113.072484","http://chs.ironk12.org/","https://datagateway.schools.utah.gov/Schools/13704","435-586-2820","435-586-2826","","1983","","Principal","John Dodds","john.dodds@ironmail.org"
"Iron District","13","Cedar East School","104","Public","","Title I","Title I","K - 5","255 E COLLEGE AVE","CEDAR CITY","84720","geo:37.676642,-113.057007","http://east.ironk12.org/","https://datagateway.schools.utah.gov/Schools/13104","435-586-2840","435-586-2841","","1950","","Principal","Michael Moyle","mike.moyle@ironmail.org"
"Iron District","13","Cedar Middle","304","Public","","","","6 - 8","2215 WEST ROYAL HUNTE DR","CEDAR CITY","84720","geo:37.660351,-113.091912","http://cms.ironk12.org/","https://datagateway.schools.utah.gov/Schools/13304","435-586-2810","435-586-2829","","1982","","Principal","Bylynda Murray","bylynda.murray@ironmail.org"
"Iron District","13","Cedar North School","108","Public","","Title I","Title I","K - 5","550 W 200 N","CEDAR CITY","84720","geo:37.681962,-113.070749","http://north.ironk12.org/","https://datagateway.schools.utah.gov/Schools/13108","435-586-2845","435-586-2846","","1954","","Principal","Raymond Whittier","ray.whittier@ironmail.org"
"Iron District","13","Cedar South School","112","Public","","","","K - 5","499 W 400 S","CEDAR CITY","84720","geo:37.669893,-113.07042","http://south.ironk12.org/","https://datagateway.schools.utah.gov/Schools/13112","435-586-2850","435-586-2852","","1959","","Principal","Jerry Oldroyd","jerry.oldroyd@ironmail.org"
"Iron District","13","Enoch School","120","Public","","Title I","Title I","K - 5","4701 N WAGON WHEEL","ENOCH","84721","geo:37.763433,-113.030676","http://enoch.ironk12.org/Enoch/Home.html","https://datagateway.schools.utah.gov/Schools/13120","435-586-2855","","","1979","","Principal","Daniel Ekker","daniel.ekker@ironmail.org"
"Iron District","13","Escalante Valley School","116","Public","","Title I","Title I","Pre - 6","202 N BERYL HWY","BERYL","84714","geo:37.712105,-113.655976","http://evalley.ironk12.org/","https://datagateway.schools.utah.gov/Schools/13116","435-439-5550","435-439-5552","","1982","","Principal","Trevor Heaton","trevor.heaton@ironmail.org"
"Iron District","13","Fiddlers Canyon School","124","Public","","","Title I","K - 5","475 E 1935 N","CEDAR CITY","84721","geo:37.71307,-113.05381","http://fiddlers.ironk12.org/","https://datagateway.schools.utah.gov/Schools/13124","435-586-2860","435-586-2861","","1984","","Principal","Glenna Hall","gmichelle.jones@ironmail.org"
"Iron District","13","Iron County Preschool","150","Public","","","","Pre","638 W 500 S","CEDAR CITY","84720","geo:37.668762,-113.071622","","https://datagateway.schools.utah.gov/Schools/13150","435-586-2801","","","2003","","Director","Shannon Dulaney","shannon.dulaney@ironmail.org"
"Iron District","13","Iron Springs School","132","Public","","","","K - 5","235 N 4050 W","CEDAR CITY","84720","geo:37.682289,-113.132471","http://ironsprings.ironk12.org/IronSprings/Home.html","https://datagateway.schools.utah.gov/Schools/13132","435-586-9485","435-586-8647","","2006","","Principal","Nathan Jenkins","nathan.jenkins@ironmail.org"
"Iron District","13","Parowan High","708","Public","","","","7 - 12","50 W 100 N PO BOX 337","PAROWAN","84761","geo:37.844881,-112.82838","http://phs.ironk12.org/","https://datagateway.schools.utah.gov/Schools/13708","435-477-3366","435-477-3743","","1983","","Principal","Roy Mathews","roy.mathews@ironmail.org"
"Iron District","13","Parowan School","128","Public","","Title I","Title I","K - 6","128 W 100 N PO BOX 458","PAROWAN","84761","geo:37.844788,-112.830818","http://pes.ironk12.org/","https://datagateway.schools.utah.gov/Schools/13128","435-477-3368","435-477-1108","","1955","","Principal","Kevin Porter","kevin.porter@ironmail.org"
"Iron District","13","Southwest Educational Academy","750","Public","","","","K - 12","510 W 800 S","CEDAR CITY","84720","geo:37.663852,-113.06971","http://sea.ironk12.org/","https://datagateway.schools.utah.gov/Schools/13750","435-586-2870","","","1989","","Principal","Stephen Schofield","steve.schofield@ironmail.org"
"Iron District","13","Three Peaks Pre School","160","Public","","","","Pre","1521 W MIDVALLEY ROAD","CEDAR CITY","84720","geo:37.765016,-113.080057","","https://datagateway.schools.utah.gov/Schools/13160","435-867-4288","","","2006","","Principal","Shannon Dulaney","shannon.dulaney@ironmail.org"
"Iron District","13","Three Peaks School","136","Public","","Title I","Title I","K - 5","1685 W MIDVALLEY ROAD","CEDAR CITY","84721","geo:37.765019,-113.078419","http://3peaks.ironk12.org/","https://datagateway.schools.utah.gov/Schools/13136","435-586-8871","435-586-8934","","2006","","Principal","Paula Burgoyne-Jenson","paula.burgoyne@ironmail.org"
"Itineris Early College High","A5","Itineris Early College High","700","Public","Charter","Title I","Title I","10 - 12","8714 Roy Del Circle","WEST JORDAN","84088","geo:40.593232,-111.974875","http://www.iechs.org","","385-800-2140","385-800-2141","State Charter School Board (SCSB)","2004","","Principal","Renee Edwards","renee.edwards@iechs.org"
"Jefferson Academy","1G","Jefferson Academy","100","Public","Charter","Title I","Title I","K - 6","1425 S ANGEL ST","KAYSVILLE","84037","geo:41.011475,-111.958101","http://jeffersonacademy.org","https://datagateway.schools.utah.gov/Schools/1G100","801-593-8200","801-660-6996","State Charter School Board (SCSB)","2009","","Director","Nicole Jones","njones@jeffersonacademy.org"
"Jewish Community Center","NB","Jewish Community Center","901","Private","","","","Pre - K","2 N MEDICAL DRIVE","SALT LAKE CITY","84113","geo:40.769497,-111.83827","www.slcjcc.org/preschool-kindergarten","","801-581-0097","801-581-0718","","2007","","Principal","","cbarrera@slcjcc.org"
"Job Corps (U.S. Dept Of Labor)","NJ","Clearfield Job Corps","770","Public","","","","10 - 12","PO BOX 160070 20 W 1700 S","CLEARFIELD","84016","geo:41.088844,-112.026685","http://clearfield.jobcorps.gov/home.aspx","","801-774-4000","801-774-4135","","1985","","Administrator","","bell.joshua@jobcorps.org"
"John Hancock Charter School","93","John Hancock Charter School","105","Public","Charter","","","K - 8","125 N 100 E","PLEASANT GROVE","84062","geo:40.365485,-111.739346","http://www.johnhancockcs.org","https://datagateway.schools.utah.gov/Schools/93105","801-796-5646","801-785-4934","State Charter School Board (SCSB)","2002","","Principal","Julie Dee Adamic","julie@johnhancockcs.org"
"John Locke Academy","KU","John Locke Academy","659","Private","","","","7 - 12","4115 W SAM'S CLUB BLVD","KEARNS","84118","geo:40.647999,-112.005905","","","801-738-1568","","","1999","","Administrator","Kelli Wood","joseph.center@hotmail.com"
"Jordan District","14","Bingham High","704","Public","","","","10 - 12","2160 W 10400 S","SOUTH JORDAN","84095","geo:40.563562,-111.94624","http://www.binghamminers.org/","https://datagateway.schools.utah.gov/Schools/14704","801-256-5100","801-256-5151","","1975","","Principal","Christen Richards-Khong","christen.richardskhong@jordandistrict.org"
"Jordan District","14","Blackridge School","127","Public","","","","K - 6","14131 South Rosecrest Road","HERRIMAN","84096","geo:40.5003502,-112.0387271","blackridge.jordandistrict.org","https://datagateway.schools.utah.gov/Schools/14127","801-254-0326","","","2014","","Principal","David Butler","david.butler@jordandistrict.org"
"Jordan District","14","Bluffdale School","109","Public","","","","K - 6","14323 S 2700 W","BLUFFDALE","84065","geo:40.491204,-111.956429","http://sites.google.com/site/bluffdaleelementary/","https://datagateway.schools.utah.gov/Schools/14109","801-254-8090","801-302-4909","","1995","","Principal","Karen Egan","cynthia.tingey@jordandistrict.org"
"Jordan District","14","Butterfield Canyon School","177","Public","","","","K - 6","6860 W MARY LEIZAN LANE","HERRIMAN","84096","geo:40.50032,-112.054354","http://butterfieldcanyon.blogspot.com/","https://datagateway.schools.utah.gov/Schools/14177","801-254-0737","801-302-4977","","2006","","Principal","Amanda Bollinger","amanda.bollinger@jordandistrict.org"
"Jordan District","14","Columbia School","111","Public","","Title I","Title I","K - 6","3505 W 7800 S","WEST JORDAN","84088","geo:40.608575,-111.975383","http://schools.jordandistrict.org/columbia/","https://datagateway.schools.utah.gov/Schools/14111","801-280-3279","801-302-4911","","1984","","Principal","Abram Yospe","abram.yospe@jordandistrict.org"
"Jordan District","14","Copper Canyon School","175","Public","","","","K - 6","8917 S COPPERWOOD DR","WEST JORDAN","84081","geo:40.590636,-112.021291","http://schools.jordandistrict.org/coppercanyon/","https://datagateway.schools.utah.gov/Schools/14175","801-260-0222","801-302-4975","","2004","","Principal","Patty Carter Bowen","patty.bowen@jordandistrict.org"
"Jordan District","14","Copper Hills High","703","Public","","","","10 - 12","5445 W NEW BINGHAM HYWY","WEST JORDAN","84081","geo:40.594292,-112.019421","http://www.chills.jordan.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/14703","801-256-5300","801-256-5393","","1995","","Principal","Bryan Veazie","bryan.veazie@jordandistrict.org"
"Jordan District","14","Copper Mountain Middle","419","Public","","","","7 - 9","12106 Anthem Park Blvd","HERRIMAN","84096","geo:40.531936,-112.026187","","https://datagateway.schools.utah.gov/Schools/14419","801-412-1200","801-412-1230","","2013","","Principal","Cody Curtis","cody.curtis@jordandistrict.org"
"Jordan District","14","Daybreak School","115","Public","","","","K - 6","4544 W HARVEST MOON DR","SOUTH JORDAN","84009","geo:40.539626,-111.99922","http://schools.jordandistrict.org/daybreak/","https://datagateway.schools.utah.gov/Schools/14115","801-302-0553","801-302-4915","","2005","","Principal","Kristy Whiteside","kristy.whiteside@jordandistrict.org"
"Jordan District","14","Eastlake School","118","Public","","","","K - 6","4389 W ISLA DAYBREAK ROAD","SOUTH JORDAN","84009","geo:40.555113,-111.995642","http://schools.jordandistrict.org/eastlake/","https://datagateway.schools.utah.gov/Schools/14118","801-446-0778","801-302-4918","","2008","","Principal","Suzanne Williams","suzanne.williams@jordandistrict.org"
"Jordan District","14","Elk Meadows School","126","Public","","","","K - 6","3448 W 9800 S","SOUTH JORDAN","84095","geo:40.574145,-111.97313","http://schools.jordandistrict.org/elkmeadows/","https://datagateway.schools.utah.gov/Schools/14126","801-446-3200","801-302-4926","","1998","","Principal","Tiffany Smith","tiffany.smith@jordandistrict.org"
"Jordan District","14","Elk Ridge Middle","413","Public","","","","7 - 9","3659 W 9800 S","SOUTH JORDAN","84009","geo:40.571693,-111.978531","http://schools.jordandistrict.org/elkridge/","https://datagateway.schools.utah.gov/Schools/14413","801-412-2800","801-412-2830","","1994","","Principal","Curtis Jenson","curtis.jenson@jordandistrict.org "
"Jordan District","14","Falcon Ridge School","128","Public","","","","K - 6","6111 W 7000 S","WEST JORDAN","84081","geo:40.623772,-112.036717","http://schools.jordandistrict.org/falconridge/","https://datagateway.schools.utah.gov/Schools/14128","801-282-2437","801-302-4928","","2008","","Principal","Michelle Peterson","michelle.peterson@jordandistrict.org"
"Jordan District","14","Foothills School","176","Public","","","","K - 6","13717 S SHAGGY PEAK","RIVERTON","84096","geo:40.501101,-112.011652","http://schools.jordandistrict.org/foothills/","https://datagateway.schools.utah.gov/Schools/14176","801-302-8599","801-302-4976","","2003","","Principal","Cherie Wilson","cherie.wilson@jordandistrict.org"
"Jordan District","14","Fort Herriman Middle","417","Public","","","","7 - 9","14050 S MIRABELLA DR","HERRIMAN","84065","geo:40.495211,-112.034723","http://www.fhms.jordan.k12.ut.us/rattlers/","https://datagateway.schools.utah.gov/Schools/14417","801-412-2450","801-412-2460","","2005","","Principal","Eric Price","eric.price@jordandistrict.org"
"Jordan District","14","Fox Hollow School","121","Public","","","","K - 6","6020 W 8200 S","WEST JORDAN","84081","geo:40.602192,-112.036807","www.schools.jordandistrict.org/foxhollow/","https://datagateway.schools.utah.gov/Schools/14121","801-282-1818","801-302-4961","","2011","","Principal","Kevin Pullan","Kevin.Pullan@jordandistrict.org"
"Jordan District","14","Golden Fields School","139","Public","","","","K - 6","10252 S. Split Rock Drive","SOUTH JORDAN","84009","geo:40.565015,-112.0158947","","https://datagateway.schools.utah.gov/Schools/14139","801-567-8910","","","2017","","Principal","Nicholas Hansen","nick.hansen@jordandistrict.org"
"Jordan District","14","Hayden Peak School","131","Public","","","","K - 6","5120 W HAYDEN PEAK DR","WEST JORDAN","84081","geo:40.605147,-112.01382","http://schools.jordandistrict.org/hpeak/Site/Home.html","https://datagateway.schools.utah.gov/Schools/14131","801-280-0722","801-302-4931","","1999","","Principal","David Butler","jennifer.fisher@jordandistrict.org"
"Jordan District","14","Heartland School","132","Public","","Title I","Title I","K - 6","1451 W 7000 S","WEST JORDAN","84084","geo:40.623947,-111.933026","http://schools.jordandistrict.org/heartland/Heartland/Home.html","https://datagateway.schools.utah.gov/Schools/14132","801-565-7533","801-302-4932","","1987","","Principal","Shelly Davis","buddy.alger@jordandistrict.org"
"Jordan District","14","Herriman High","707","Public","","","","10 - 12","11917 S 6000 W","HERRIMAN","84096","geo:40.534424,-112.032808","http://www.herrimanhigh.org/","https://datagateway.schools.utah.gov/Schools/14707","801-567-8530","801-567-8545","","2010","","Principal","Todd Quarnberg","todd.quarnberg@jordandistrict.org"
"Jordan District","14","Herriman School","136","Public","","","","K - 6","13170 S 6000 W","HERRIMAN","84096","geo:40.511715,-112.035014","http://schools.jordandistrict.org/herriman/","https://datagateway.schools.utah.gov/Schools/14136","801-446-3215","801-302-4936","","1999","","Principal","Kim Gibson","bobbie.nixon@jordandistrict.org"
"Jordan District","14","Joel P. Jensen Middle","406","Public","","","","7 - 9","8105 S 3200 W","WEST JORDAN","84088","geo:40.604204,-111.965866","http://schools.jordandistrict.org/joelpjensen/","https://datagateway.schools.utah.gov/Schools/14406","801-412-2850","801-412-2875","","1984","","Principal","Bryan Leggat","bryan.leggat@jordandistrict.org"
"Jordan District","14","Jordan Academy for Technology & Careers South","744","Public","","","","10 - 12","12723 South Park Avenue","RIVERTON","84065","geo:40.5204827,-111.9420683","","https://datagateway.schools.utah.gov/Schools/14744","801-256-5900","","","2015","","Coordinator","Sonja Burton","sonja.burton@jordandistrict,org"
"Jordan District","14","Jordan Academy for Technology and Careers - North","741","Public","","","","9 - 12","9301 S WIGHTS FORT RD","WEST JORDAN","84088","geo:40.584507,-111.974224","http://jatc-wj.org/","https://datagateway.schools.utah.gov/Schools/14741","801-256-5900","801-256-5930","","1990","","Principal","Christopher Titus","christopher.titus@jordandistrict.org"
"Jordan District","14","Jordan Hills School","134","Public","","","","K - 6","8892 S 4800 W","WEST JORDAN","84088","geo:40.589968,-112.006314","http://schools.jordandistrict.org/jhills/","https://datagateway.schools.utah.gov/Schools/14134","801-280-0238","801-302-4934","","1998","","Principal","Leilani Brecht","leilani.brecht@jordandistrict.org"
"Jordan District","14","Jordan Ridge School","133","Public","","","","K - 6","2636 W 9800 S","SOUTH JORDAN","84095","geo:40.573857,-111.956624","http://schools.jordandistrict.org/jridge/","https://datagateway.schools.utah.gov/Schools/14133","801-254-8025","801-302-4933","","1987","","Principal","Melissa Beck","melissa.beck@jordandistrict.org"
"Jordan District","14","Kauri Sue Hamilton","830","Public","","","","K - 12","2827 W 13400 S","RIVERTON","84065","geo:40.507926,-111.957869","http://schools.jordandistrict.org/kaurisuehamilton/","https://datagateway.schools.utah.gov/Schools/14830","801-567-8500","801-567-8503","","2009","","Principal","Courtney Titus","courtney.titus@jordandistrict.org"
"Jordan District","14","Majestic School","138","Public","","Title I","Title I","K - 6","7430 S 1700 W","WEST JORDAN","84084","geo:40.616034,-111.941113","http://web.jordan.k12.ut.us/majestic/","https://datagateway.schools.utah.gov/Schools/14138","801-565-7458","801-302-4938","","1975","","Principal","Katherine Riding","katherine.riding@jordandisrict.org"
"Jordan District","14","Midas Creek School","119","Public","","","","K - 6","11901 S PARK HAVEN LANE","RIVERTON","84096","geo:40.530043,-111.997157","http://schools.jordandistrict.org/midascreek/","https://datagateway.schools.utah.gov/Schools/14119","801-254-7407","801-302-4919","","2007","","Principal","Megan Cox","megan.cox@jordandistrict.org"
"Jordan District","14","Monte Vista School","146","Public","","","","K - 6","11121 S 2700 W","SOUTH JORDAN","84095","geo:40.548604,-111.95671","http://schools.jordandistrict.org/mvista/","https://datagateway.schools.utah.gov/Schools/14146","801-254-8040","801-302-4946","","1977","","Principal","Nanette Ririe","nanette.ririe@jordandistrict.org"
"Jordan District","14","Mountain Creek Middle School","422","Public","","","","7 - 9","5325 W Bingham Rim Road","South Jordan","84009","geo:40.5644126,-112.0275273","","https://datagateway.schools.utah.gov/Schools/14422","801-567-8750","","","2019","","Principal","Michael Glenn","mike.glenn@jordandistrict.org"
"Jordan District","14","Mountain Ridge High ","715","Public","","","","10 - 12","14100 S Sentinel Ridge Blvd","HERRIMAN","84096","geo:40.320647,-111.895093","","https://datagateway.schools.utah.gov/Schools/14715","801-537-8750","","","2019","","Principal","Joseph Kochevar","michael.kochevar@jordandistrict.org"
